Sea_area,Observation Date,Temperature,Salinity,Dissolved Oxygen,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon
동해,2016-08,27.0315,32.1795,4.5785,0.0037,0.001,0.4355,5.7102
동해,2016-08,27.5017,31.8964,4.5932,,,,
동해,2016-08,26.9049,32.594,4.8119,0.0177,0.001,0.6079,3.7967
동해,2016-08,27.762,32.5843,4.8968,,,,
동해,2016-08,27.5614,32.8285,4.7527,,,,
동해,2016-08,27.0763,33.4981,4.7527,0.0292,0.0711,0.1505,4.9334
동해,2016-08,27.4553,32.2016,4.8487,,,,
서해,2016-08,23.222,31.461,,,,,
동해,2016-08,26.8721,32.2466,4.92,0.0327,0.001,0.3513,5.0494
서해,2016-08,29.315,30.824,4.7845,0.1221,0.0281,0.9063,5.8071
동해,2016-08,27.9196,32.794000000000004,4.6937,,,,
서해,2016-08,29.437,31.089,,,,,
서해,2016-08,29.814,30.891,4.5546,0.1045,0.0164,0.8146,4.812
동해,2016-08,28.014,32.7372,4.6624,0.0213,0.001,0.2809,3.3792
서해,2016-08,29.579,31.405,4.6265,,,,
동해,2016-08,29.0423,31.4052,4.66,,,,
동해,2016-08,27.6794,31.193,4.9038,0.0185,0.001,0.2464,8.6286
서해,2016-08,30.3224,29.1179,4.6983,,,,
서해,2016-08,30.1065,29.2137,4.684,0.2013,0.0322,0.4424,2.5974
서해,2016-08,29.9753,29.0988,,,,,
서해,2016-08,29.3887,29.3545,5.0,0.1191,0.0253,0.3657,2.4311
동해,2016-08,24.8337,32.9949,5.7417,,,,
서해,2016-08,29.3539,28.2135,,,,,
서해,2016-08,29.0712,27.9126,4.9569,0.0946,0.0177,0.355,1.9469
동해,2016-08,26.5096,32.5447,5.1385,0.0687,0.001,0.2472,3.2319
서해,2016-08,29.6037,27.5247,,,,,
서해,2016-08,29.6364,27.5104,4.7558,0.2964,0.0181,0.2797,1.0463
동해,2016-08,26.1845,32.3944,5.2495,0.0163,0.001,0.541,3.2866
동해,2016-08,26.1616,32.4692,5.3828,,,,
서해,2016-08,29.775,27.307,,,,,
동해,2016-08,24.8469,33.0082,5.7661,,,,
동해,2016-08,23.1317,33.1836,6.098,,,,
동해,2016-08,25.2421,32.6273,5.6284,0.001,0.001,0.333,2.6916
동해,2016-08,28.294,30.1331,4.8827,,,,
동해,2016-08,29.0733,29.8844,4.7686,0.001,0.001,0.3102,9.6365
동해,2016-08,29.2252,31.3774,4.6619,,,,
동해,2016-08,29.3136,31.5358,4.7596,0.001,0.001,0.2451,7.85
동해,2016-08,28.9472,31.8574,4.5878,,,,
동해,2016-08,27.9372,32.0837,4.7909,0.001,0.001,0.2678,6.4728
동해,2016-08,28.2568,32.7874,4.7193,,,,
동해,2016-08,28.6292,32.6225,4.6981,0.0038,0.001,0.3312,5.6349
동해,2016-08,29.2592,31.2571,4.5632,,,,
동해,2016-08,28.751,30.3164,4.8325,0.0793,0.0106,0.4874,9.781
동해,2016-08,30.0528,29.2143,4.8574,,,,
남해,2016-08,29.6505,29.3289,4.6286,0.0443,0.0607,1.187,7.159
동해,2016-08,28.9067,29.8393,5.0268,0.001,0.0009,0.1688,8.1756
남해,2016-08,29.1634,29.5048,,,,,
남해,2016-08,31.0565,28.924,4.7143,0.0538,0.0632,0.317,6.4670000000000005
동해,2016-08,28.038,30.8646,5.5446,0.001,0.0071,0.4662,3.1819
동해,2016-08,28.9259,30.7733,5.2415,,,,
남해,2016-08,30.4591,28.5933,4.6,0.0422,0.068,0.226,5.867000000000001
남해,2016-08,30.2159,28.7916,,,,,
남해,2016-08,29.3784,30.1994,4.8571,0.0371,0.0737,0.13699999999999998,4.854
남해,2016-08,28.8948,31.3049,,,,,
남해,2016-08,29.0278,30.9124,5.3143,0.1553,0.0263,0.201,6.272
남해,2016-08,27.5884,31.8226,,,,,
남해,2016-08,27.4524,31.7155,,,,,
남해,2016-08,29.5807,29.7019,,,,,
남해,2016-08,29.5054,29.1245,4.7143,0.0842,0.0505,0.239,6.314
남해,2016-08,31.1706,29.9657,,,,,
남해,2016-08,31.3164,28.0361,4.6857,0.0523,0.0642,0.387,8.309
남해,2016-08,29.8747,28.226,,,,,
남해,2016-08,26.9906,30.2839,5.1143,0.0378,0.0438,0.135,6.881
남해,2016-08,27.8452,30.574,,,,,
남해,2016-08,27.2061,31.1805,5.0,0.0429,0.0142,0.0171,7.185
남해,2016-08,27.2735,31.0431,,,,,
남해,2016-08,27.2783,31.7108,,,,,
남해,2016-08,27.3876,30.7756,,,,,
남해,2016-08,27.6802,30.3669,5.2,0.0436,0.0228,0.1745,6.676
남해,2016-08,25.9512,30.6885,,,,,
남해,2016-08,29.5062,27.5295,5.4571,0.0501,0.0995,0.56,6.727
남해,2016-08,30.2132,27.2481,,,,,
남해,2016-08,30.3498,27.4276,5.0286,0.0422,0.0556,0.243,4.417
남해,2016-08,30.955,28.3584,,,,,
동해,2016-08,28.0048,30.5951,5.3209,,,,
동해,2016-08,28.4253,30.3745,5.4336,,,,
동해,2016-08,29.6697,29.3764,4.7753,0.001,0.0165,0.4867,7.9868
동해,2016-08,30.3294,29.0505,4.7296,,,,
동해,2016-08,29.9287,30.7615,4.5876,0.0013,0.0161,0.425,9.1656
동해,2016-08,30.1006,31.2129,4.5472,0.001,0.0188,0.52,8.9575
동해,2016-08,30.8658,28.3885,4.6843,,,,
동해,2016-08,30.7819,28.7968,4.5808,0.0004,0.0249,0.5851,9.8002
동해,2016-08,29.725,28.7393,4.705,,,,
동해,2016-08,23.368,32.1747,5.1169,0.042,0.0777,1.5822,5.266
남해,2016-08,30.371,24.7795,,,,,
남해,2016-08,30.8136,23.8434,4.7143,0.0603,0.0909,0.46,5.315
남해,2016-08,30.8957,23.5676,,,,,
남해,2016-08,30.8705,23.5041,4.7429,0.0501,0.0712,0.457,9.758
남해,2016-08,30.9147,24.1379,,,,,
남해,2016-08,30.755,23.3834,4.4857,0.0567,0.0575,0.139,5.575
남해,2016-08,30.5371,22.5663,,,,,
남해,2016-08,30.7398,21.9692,5.5714,0.0465,0.0355,0.37,2.908
남해,2016-08,30.5327,23.6894,,,,,
남해,2016-08,30.9342,24.4087,,,,,
남해,2016-08,30.8661,24.8949,4.9429,0.077,0.0756,0.447,7.37
남해,2016-08,30.9527,25.3919,,,,,
남해,2016-08,30.6356,25.6981,4.8,0.0944,0.0836,0.11,3.876
남해,2016-08,30.8358,26.6486,,,,,
남해,2016-08,29.8988,27.426,4.6857,0.0821,0.0384,0.189,6.674
동중국해,2016-08,30.3088,32.4051,4.3753,0.0256,0.0192,0.3392,2.022
동중국해,2016-08,30.4816,30.6166,4.4598,0.0634,0.0048,0.3079,1.3088
동중국해,2016-08,30.9315,28.8194,4.347,0.0293,0.0081,0.4277,2.2444
동중국해,2016-08,31.1118,28.6534,4.516,0.0622,0.0039,0.5486,3.6258
동중국해,2016-08,30.6789,27.3681,4.7127,0.0503,0.0048,0.5255,4.1616
동중국해,2016-08,31.3027,27.3984,4.7976,0.0512,0.0087,0.4954,3.4827
동중국해,2016-08,31.2685,26.7419,4.8833,0.0021,0.0023,0.8711,8.5417
동중국해,2016-08,30.7111,26.2494,4.7138,0.0597,0.0035,0.5453,11.4552
동중국해,2016-08,30.2317,26.4261,4.9414,0.0443,0.0327,0.4265,12.2507
동중국해,2016-08,30.6816,27.4515,4.7436,0.001,0.0387,0.6854,9.4802
동중국해,2016-08,30.3614,28.7346,4.9392,0.0391,0.0161,0.5137,5.8623
남해,2016-08,29.3934,29.9223,,,,,
남해,2016-08,30.3202,30.076,4.3714,0.061,0.1071,0.294,2.271
남해,2016-08,30.0881,32.4288,,,,,
남해,2016-08,30.0856,32.5665,4.5714,0.0501,0.0766,0.004,1.727
남해,2016-08,30.6008,32.4655,,,,,
남해,2016-08,30.5266,32.2671,4.5143,0.0668,0.1271,0.117,2.76
남해,2016-08,30.2101,32.7546,,,,,
남해,2016-08,30.0708,32.3001,4.4571,0.0908,0.067,0.078,10.931
남해,2016-08,29.7056,26.7398,4.8857,0.048,0.0429,0.184,3.611
남해,2016-08,27.2854,28.4597,,,,,
남해,2016-08,24.8807,29.1869,5.2286,0.0726,0.0845,0.305,6.331
남해,2016-08,25.5036,29.5987,,,,,
서해,2017-08,22.5576,31.8142,,,,,
서해,2017-08,27.1516,31.5827,5.562,0.051,0.069,1.88,2.813
서해,2017-08,28.067,31.7135,,,,,
서해,2017-08,29.2335,31.7045,6.871,0.22,0.063,1.1740000000000002,3.037
서해,2017-08,29.2504,31.3345,,,,,
서해,2017-08,29.4307,31.5068,5.03,0.364,0.028,0.7829999999999999,1.625
서해,2017-08,29.3511,31.3077,4.758,,,,
서해,2017-08,29.6677,31.7056,4.743,,,,
서해,2017-08,29.1966,31.5241,4.743,0.059,0.051,1.199,1.816
서해,2017-08,29.4927,31.7414,,,,,
서해,2017-08,29.5141,31.8099,4.714,0.38,0.022,0.8640000000000001,1.6030000000000002
서해,2017-08,29.3449,31.7944,,,,,
서해,2017-08,29.1581,31.8112,4.7,0.903,0.026,0.731,1.293
서해,2017-08,29.1076,31.7359,,,,,
서해,2017-08,27.269,32.145,5.187,0.017,0.023,0.905,3.519
서해,2017-08,24.138,31.8032,,,,,
서해,2017-08,24.4522,31.6793,5.16,0.251,0.163,1.59,7.971
동해,2017-08,24.0569,32.7517,5.502000000000002,0.08199999999999999,0.003,0.8490000000000001,3.405
동해,2017-08,25.4602,32.9364,5.153,,,,
동해,2017-08,24.9045,33.2925,5.22,0.114,0.001,0.376,2.074
동해,2017-08,25.8035,33.2194,5.096,,,,
동해,2017-08,26.7392,32.4742,4.908,0.127,0.024,0.225,1.006
동해,2017-08,27.378,32.2324,4.673,,,,
동해,2017-08,25.7737,33.3014,4.7780000000000005,0.139,0.021,0.26,2.934
동해,2017-08,25.7438,34.016,5.263,0.14,0.001,0.393,0.836
동해,2017-08,25.8914,33.985,5.2810000000000015,,,,
동해,2017-08,26.3761,33.501999999999995,4.834,0.156,0.021,0.25,3.412
동해,2017-08,26.5283,33.1056,4.8039999999999985,,,,
동해,2017-08,26.4972,33.3861,4.711,0.138,0.011,0.268,3.152
동해,2017-08,26.4803,32.5665,4.783,,,,
동해,2017-08,26.4917,32.3921,4.768,0.131,0.024,0.263,2.465
동해,2017-08,24.7796,31.7865,5.246,0.115,0.006999999999999999,0.278,2.219
동해,2017-08,24.4279,32.3158,5.4110000000000005,0.13699999999999998,0.002,0.354,1.085
동해,2017-08,23.3864,31.9232,5.046,,,,
동해,2017-08,23.7697,32.6685,4.987,0.146,0.011,0.941,1.737
동해,2017-08,24.0152,32.2369,5.0310000000000015,,,,
동해,2017-08,25.4923,32.412,4.771,0.106,0.01,0.329,1.285
동해,2017-08,25.5771,32.707,4.762,,,,
동해,2017-08,26.1576,32.7094,4.8210000000000015,0.106,0.011,0.312,2.599
동해,2017-08,26.0534,32.7372,4.737,,,,
동해,2017-08,25.4286,33.8091,4.805,0.076,0.009000000000000001,0.294,2.83
동해,2017-08,25.9936,33.8093,4.853,,,,
동해,2017-08,26.1977,33.2291,4.628,0.142,0.045,0.214,3.152
서해,2017-08,23.5394,31.8847,4.829,0.434,0.386,3.672,8.531
서해,2017-08,24.0561,31.9945,,,,,
동해,2017-08,25.9668,33.2793,4.688,,,,
서해,2017-08,26.0343,31.7754,5.246,0.578,0.033,0.898,5.211
서해,2017-08,27.1252,31.8051,,,,,
동해,2017-08,26.8297,32.8744,4.605,0.161,0.006,0.298,3.302
서해,2017-08,27.9404,31.7818,6.224,0.228,0.038,1.263,1.686
서해,2017-08,28.004,31.6844,,,,,
동해,2017-08,26.9076,32.8497,4.651,,,,
서해,2017-08,28.2698,31.8026,5.074,0.3,0.033,1.099,1.858
서해,2017-08,28.2316,31.79,,,,,
서해,2017-08,28.0152,31.6043,5.016,0.211,0.031,1.031,2.109
동해,2017-08,26.9131,32.9896,4.598,,,,
서해,2017-08,28.0696,31.262,4.714,,,,
동해,2017-08,26.1566,33.2937,4.683,0.047,0.027000000000000003,0.234,3.414
동해,2017-08,26.2812,33.1597,4.707,,,,
서해,2017-08,27.556,31.7866,4.901,,,,
동해,2017-08,25.9604,33.7808,4.637,0.047,0.024,0.268,3.059
서해,2017-08,27.5758,31.7516,4.887,0.174,0.019,1.385,2.764
서해,2017-08,27.6494,31.7725,,,,,
서해,2017-08,26.4429,31.8363,5.074,0.17600000000000002,0.037000000000000005,0.748,3.2030000000000003
서해,2017-08,26.8952,31.6588,,,,,
서해,2017-08,26.6341,31.8338,4.93,0.275,0.019,0.728,2.582
동해,2017-08,25.6658,34.0307,4.768,,,,
동해,2017-08,25.652,33.4297,4.74,0.041,0.021,0.238,2.778
서해,2017-08,25.9924,31.8143,,,,,
서해,2017-08,25.0571,31.8213,5.634,0.312,0.057,1.273,7.636
동해,2017-08,25.7603,33.4635,4.8,,,,
동해,2017-08,25.3871,32.9278,4.794,0.064,0.02,0.259,3.237
동해,2017-08,24.2219,32.6251,5.015,,,,
동해,2017-08,24.4555,32.7141,5.227,0.073,0.002,0.34700000000000003,1.052
동해,2017-08,23.8987,31.3062,5.392,0.03,0.034,1.497,5.524
동해,2017-08,23.9037,31.1149,5.589,,,,
서해,2017-08,25.1267,31.7414,,,,,
서해,2017-08,23.9132,31.8049,5.476,0.257,0.058,1.649,7.867000000000001
서해,2017-08,25.9764,31.3559,,,,,
서해,2017-08,26.8927,31.0052,4.973,0.387,0.02,0.78,5.518
서해,2017-08,27.497,31.6993,,,,,
서해,2017-08,27.6411,31.7335,5.074,0.365,0.024,1.082,2.311
서해,2017-08,29.579,31.405,4.626,,,,
서해,2017-08,27.258000000000006,31.1605,5.117,,,,
서해,2017-08,26.8851,31.4191,5.074,0.613,0.025,1.926,3.216
서해,2017-08,26.6819,31.5409,,,,,
서해,2017-08,26.1894,31.4771,5.117,0.28300000000000003,0.036000000000000004,1.985,6.068
서해,2017-08,28.0181,31.0419,,,,,
서해,2017-08,28.3539,30.7184,4.757,0.165,0.041,1.119,3.981
서해,2017-08,28.7305,30.5785,,,,,
서해,2017-08,27.7343,30.7623,4.815,0.379,0.049,1.777,5.517
서해,2017-08,28.1873,31.1202,,,,,
동해,2017-08,24.1298,31.5451,5.35,,,,
동해,2017-08,24.1688,31.725,5.305,,,,
동해,2017-08,25.841,31.9837,4.794,0.052000000000000005,0.016,0.256,1.886
동해,2017-08,25.5503,32.0087,4.916,,,,
동해,2017-08,24.7893,32.1497,5.134,0.091,0.001,0.353,1.508
동해,2017-08,26.6267,33.0151,4.709,,,,
동해,2017-08,25.8274,33.0158,4.801,0.057,0.008,0.267,3.507
동해,2017-08,26.1808,32.8531,4.776,,,,
동해,2017-08,26.0466,32.8236,4.728,0.053,0.013,0.266,3.414
동해,2017-08,25.6404,33.1727,4.85,,,,
동해,2017-08,26.146,32.8393,4.761,0.05,0.003,0.361,3.605
동해,2017-08,26.6248,32.277,4.81,,,,
동해,2017-08,26.481,31.8398,4.759,0.053,0.002,0.297,0.823
동해,2017-08,25.9685,31.9604,4.831,,,,
동해,2017-08,25.2207,32.1546,5.197,0.119,0.001,0.327,1.961
동해,2017-08,25.317,31.4786,5.577000000000001,0.084,0.003,0.406,1.247
동해,2017-08,24.8938,31.6395,5.525,,,,
동해,2017-08,24.7835,32.3317,5.044,,,,
동해,2017-08,25.1518,32.2098,5.046,,,,
동해,2017-08,26.0252,31.8367,4.923,0.084,0.01,0.266,2.651
남해,2017-08,26.8088,31.6363,4.829,0.11,0.07,0.713,2.502
남해,2017-08,27.3215,31.0092,,,,,
동해,2017-08,25.4292,31.8139,5.081,,,,
남해,2017-08,27.9063,31.0343,4.886,0.191,0.026,1.014,3.791
동해,2017-08,27.0194,31.4702,4.949,0.053,0.004,0.632,1.557
동해,2017-08,27.6079,31.5597,4.681,0.059,0.027000000000000003,0.278,3.069
남해,2017-08,28.5267,31.0216,4.4860000000000015,0.022,0.026,0.277,3.265
동해,2017-08,27.7943,31.0557,4.7,,,,
남해,2017-08,27.4367,31.6455,,,,,
남해,2017-08,26.1696,31.8671,4.4860000000000015,0.069,0.06,1.63,5.223
동해,2017-08,27.8366,30.985,4.796,0.077,0.006,0.299,3.557
남해,2017-08,26.1531,32.0272,,,,,
동해,2017-08,25.9451,31.5938,5.046,,,,
동해,2017-08,23.3168,32.2496,5.01,0.093,0.069,0.805,3.357
남해,2017-08,27.4372,31.9103,4.686,0.3670000000000001,0.04,0.647,4.167
남해,2017-08,27.9505,31.7448,,,,,
남해,2017-08,27.5749,32.0125,,,,,
남해,2017-08,27.8894,31.923,,,,,
남해,2017-08,27.549,31.5923,4.714,0.569,0.032,0.5,5.584
남해,2017-08,28.1727,31.1347,,,,,
남해,2017-08,29.307,31.0126,,,,,
남해,2017-08,29.3796,30.4134,4.5710000000000015,0.023,0.028,0.643,2.403
남해,2017-08,28.9666,30.1219,,,,,
남해,2017-08,25.4062,31.715,5.542999999999998,0.021,0.029,0.363,3.392
남해,2017-08,26.5895,31.9748,,,,,
남해,2017-08,27.535,32.1522,4.143,0.03,0.029,0.57,4.186
남해,2017-08,26.8184,31.7048,,,,,
남해,2017-08,26.8187,32.1682,,,,,
남해,2017-08,26.4921,32.1883,,,,,
남해,2017-08,25.3267,31.7987,,,,,
남해,2017-08,28.1088,30.4859,,,,,
남해,2017-08,27.9038,30.728,4.657,0.03,0.047,0.679,4.029
남해,2017-08,28.3397,31.0076,4.714,0.255,0.043,0.8,3.993
남해,2017-08,29.0457,29.971,,,,,
남해,2017-08,29.8014,30.116,4.457,0.057,0.032,0.5489999999999999,2.707
남해,2017-08,30.3557,30.8935,,,,,
남해,2017-08,30.1079,30.8118,4.629,0.7829999999999999,0.026,1.348,3.024
남해,2017-08,30.5119,31.0283,,,,,
남해,2017-08,29.6322,29.9528,4.4860000000000015,0.197,0.047,0.528,3.1210000000000004
남해,2017-08,29.0026,29.5928,,,,,
